,FIRE_ID,Fire Name,Acres,Date,Fire Type,LATITUDE,LONGITUDE,time,weathercode,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,shortwave_radiation_sum,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,et0_fao_evapotranspiration
8157,NV3824511552620060702,TROY PEAK,1102.0,2006-07-02,Wildfire,38.245,-115.526,'2006-07-02',2,26.6,14.1,21.1,23.4,11.1,17.3,'2006-07-02T05:21','2006-07-02T20:10',28.8,0.0,0.0,0.0,0.0,18.2,51.1,176,7.16
8158,NV3826511542420060625,SHERWOOD,8803.0,2006-06-25,Wildfire,38.265,-115.424,'2006-06-25',2,33.5,19.3,27.7,31.4,15.0,23.8,'2006-06-25T05:18','2006-06-25T20:10',30.81,0.0,0.0,0.0,0.0,13.7,32.4,51,8.12
8159,NV3827811540320010828,SCHOFIELD,1050.0,2001-08-28,Wildfire,38.278,-115.403,'2001-08-28',1,33.0,20.2,27.8,31.4,17.6,24.8,'2001-08-28T06:06','2001-08-28T19:18',25.52,0.0,0.0,0.0,0.0,10.1,22.7,192,5.94
8160,NV3827811551720140715,BEAR TRAP,10717.0,2014-07-15,Wildfire,38.306,-115.489,'2014-07-15',51,25.6,15.3,20.8,23.5,12.0,17.3,'2014-07-15T05:29','2014-07-15T20:06',26.69,0.2,0.2,0.0,1.0,20.9,43.6,209,6.65
8161,NV3827911469920060726,PEERS,1594.0,2006-07-26,Wildfire,38.279,-114.699,'2006-07-26',1,32.9,20.3,27.7,32.2,20.9,27.0,'2006-07-26T05:34','2006-07-26T19:55',28.27,0.0,0.0,0.0,0.0,12.7,27.0,318,6.78
8162,NV3829211543619990828,SELLEM,8141.0,1999-08-28,Wildfire,38.292,-115.436,'1999-08-28',0,29.7,15.7,23.4,25.8,13.0,19.8,'1999-08-28T06:06','1999-08-28T19:19',26.81,0.0,0.0,0.0,0.0,17.7,38.9,193,6.87
8163,NV3829311416220000727,COYOTE,16273.0,2000-07-27,Wildfire,38.293,-114.162,'2000-07-27',0,29.1,16.8,23.7,24.5,12.6,19.0,'2000-07-27T05:34','2000-07-27T19:52',30.41,0.0,0.0,0.0,0.0,23.8,54.4,210,8.56
8164,NV3831311552620040723,TROY CANYON,1976.0,2004-07-23,Wildfire,38.313,-115.526,'2004-07-23',1,27.2,15.4,22.2,24.6,12.1,18.9,'2004-07-23T05:36','2004-07-23T20:01',27.88,0.0,0.0,0.0,0.0,10.7,30.2,6,6.48
8165,NV3831811419719890713,DELMUE,6670.0,1989-07-13,Wildfire,38.318,-114.197,'1989-07-13',53,25.9,15.3,20.8,26.2,14.4,19.7,'1989-07-13T05:22','1989-07-13T20:02',28.43,0.6,0.6,0.0,2.0,10.7,29.5,39,5.85
8166,NV3832811430819970709,TABLE,8638.0,1997-07-09,Wildfire,38.328,-114.308,'1997-07-09',1,28.2,14.8,22.3,23.7,10.3,17.2,'1997-07-09T05:20','1997-07-09T20:04',31.95,0.0,0.0,0.0,0.0,22.7,53.3,212,8.7
8167,NV3835211475120060726,KICKSMILLER,3307.0,2006-07-26,Wildfire,38.352,-114.751,'2006-07-26',1,33.4,21.0,28.2,32.9,21.8,27.7,'2006-07-26T05:35','2006-07-26T19:55',28.27,0.0,0.0,0.0,0.0,12.7,27.0,318,6.84
8168,NV3843211471419940702,MILK RANCH,2673.0,1994-07-02,Wildfire,38.432,-114.714,'1994-07-02',1,31.0,19.1,25.7,26.9,16.9,22.1,'1994-07-02T05:17','1994-07-02T20:08',31.55,0.0,0.0,0.0,0.0,21.2,48.2,250,8.32
8169,NV3845611473219960607,RAINBOW COMPLEX (MULE),17858.0,1996-06-07,Wildfire,38.456,-114.732,'1996-06-07',1,30.3,13.9,23.6,26.3,10.6,19.4,'1996-06-07T05:13','1996-06-07T20:02',31.31,0.0,0.0,0.0,0.0,19.4,50.4,273,8.16
8170,NV3848411471219850707,GEYSER 2,4755.0,1985-07-07,Wildfire,38.484,-114.712,'1985-07-07',3,29.8,22.9,26.8,26.2,19.8,23.4,'1985-07-07T05:20','1985-07-07T20:07',23.95,0.0,0.0,0.0,0.0,17.2,42.5,187,6.59
8171,NV3850711501219980813,HOTFLASH,1164.0,1998-08-13,Wildfire,38.507,-115.012,'1998-08-13',2,34.3,20.4,28.8,33.3,17.9,26.4,'1998-08-13T05:51','1998-08-13T19:38',26.98,0.0,0.0,0.0,0.0,10.1,21.2,44,6.7
8172,NV3855811665020080614,ELKHORN 2,5458.0,2008-06-14,Wildfire,38.558,-116.65,'2008-06-14',0,27.2,14.2,21.7,23.5,10.2,17.6,'2008-06-14T05:20','2008-06-14T20:13',33.02,0.0,0.0,0.0,0.0,16.6,40.7,215,7.48
8173,NV3865511507420060721,GUBLER,1510.0,2006-07-21,Wildfire,38.655,-115.074,'2006-07-21',51,36.1,24.3,30.7,35.4,24.1,29.9,'2006-07-21T05:31','2006-07-21T20:01',27.78,0.2,0.2,0.0,1.0,13.4,34.9,99,7.31
8174,NV3868311477619850817,SHEEPCREEK,1884.0,1985-08-17,Wildfire,38.683,-114.776,'1985-08-17',51,24.6,14.8,19.8,20.9,11.7,15.9,'1985-08-17T05:54','1985-08-17T19:31',24.5,0.4,0.4,0.0,2.0,18.9,43.9,194,6.15
8175,NV3871611728220000722,WALL CANYON,7420.0,2000-07-22,Wildfire,38.716,-117.282,'2000-07-22',0,29.1,14.9,23.4,25.8,11.1,19.6,'2000-07-22T05:41','2000-07-22T20:09',31.97,0.0,0.0,0.0,0.0,12.9,38.9,267,7.2
8176,NV3872111500020120630,EGAN,7242.0,2012-06-30,Wildfire,38.759,-114.953,'2012-06-30',0,27.1,14.9,21.3,22.8,10.4,16.5,'2012-06-30T05:17','2012-06-30T20:10',33.44,0.0,0.0,0.0,0.0,17.9,45.0,191,8.24
8177,NV3874311953520120522,TRE,7224.0,2012-05-22,Wildfire,38.776,-119.478,'2012-05-22',1,19.6,5.1,12.7,15.9,0.8,8.4,'2012-05-22T05:38','2012-05-22T20:11',31.68,0.0,0.0,0.0,0.0,22.3,70.9,239,6.2
8178,NV3877311499620010714,SIX MILE,1061.0,2001-07-14,Wildfire,38.773,-114.996,'2001-07-14',1,31.3,21.8,26.4,26.8,18.0,22.1,'2001-07-14T05:25','2001-07-14T20:06',29.69,0.0,0.0,0.0,0.0,26.1,65.5,184,8.58
8179,NV3878311952819940808,HOLBROOK,6320.0,1994-08-08,Wildfire,38.783,-119.528,'1994-08-08',2,26.9,13.8,20.2,23.3,10.6,16.6,'1994-08-08T06:04','1994-08-08T20:02',29.2,0.0,0.0,0.0,0.0,20.1,63.4,226,7.06
8180,NV3881811941120180617,UPPER COLONY,1255.0,2018-06-17,Wildfire,38.812,-119.411,'2018-06-17',61,14.9,8.7,12.1,12.7,6.5,9.4,'2018-06-17T05:30','2018-06-17T20:26',21.7,2.4,2.4,0.0,7.0,13.7,46.4,278,3.71
8181,NV3882011959620171003,CUTTER,4065.0,2017-10-03,Wildfire,38.829,-119.604,'2017-10-03',51,7.2,-0.2,4.1,3.2,-4.4,0.2,'2017-10-03T06:55','2017-10-03T18:39',16.11,0.1,0.1,0.0,1.0,11.2,40.0,49,2.23
8182,NV3882911962720120921,CARTER SPRINGS,3277.0,2012-09-21,Wildfire,38.828,-119.597,'2012-09-21',2,26.1,8.7,17.9,24.6,7.0,15.3,'2012-09-21T06:44','2012-09-21T18:57',21.22,0.0,0.0,0.0,0.0,11.6,34.6,248,4.47
8183,NV3883111416720130701,BLACK,4798.0,2013-07-01,Wildfire,38.838,-114.182,'2013-07-01',1,30.8,18.4,25.6,28.3,14.7,21.9,'2013-07-01T05:14','2013-07-01T20:07',30.22,0.0,0.0,0.0,0.0,13.0,43.2,43,7.74
8184,NV3883611939320110930,BURBANK,1166.0,2011-09-30,Wildfire,38.832,-119.426,'2011-09-30',53,26.0,9.2,17.9,23.6,7.1,15.1,'2011-09-30T06:51','2011-09-30T18:43',16.72,1.1,1.1,0.0,2.0,14.1,50.0,212,3.91
8185,NV3884811963920110816,RAY MAY,3950.0,2011-08-16,Wildfire,38.848,-119.604,'2011-08-16',0,26.6,7.1,17.2,24.7,4.5,14.5,'2011-08-16T06:11','2011-08-16T19:53',29.24,0.0,0.0,0.0,0.0,11.8,42.8,232,5.88
8186,NV3885411961720170724,PREACHER,5330.0,2017-07-24,Wildfire,38.855,-119.588,'2017-07-24',55,28.4,16.0,22.6,27.8,13.8,20.4,'2017-07-24T05:51','2017-07-24T20:18',25.01,1.6,1.6,0.0,2.0,10.3,47.2,252,5.59
8187,NV3886411540020130705,WHITE PINE,1295.0,2013-07-05,Wildfire,38.878,-115.402,'2013-07-05',53,25.5,13.8,19.8,22.6,12.9,17.5,'2013-07-05T05:20','2013-07-05T20:11',26.35,1.0,1.0,0.0,3.0,18.9,47.2,234,5.9
8188,NV3887411963420120601,PREACHER,1102.0,2012-06-01,Wildfire,38.873,-119.604,'2012-06-01',51,28.6,9.9,20.2,27.7,8.0,17.9,'2012-06-01T05:33','2012-06-01T20:19',29.21,0.1,0.1,0.0,1.0,13.4,46.4,232,6.33
8189,NV3887711778720130818,CHESTNUT,4040.0,2013-08-18,Wildfire,38.876,-117.803,'2013-08-18',3,29.6,16.1,24.1,27.2,12.6,20.8,'2013-08-18T06:06','2013-08-18T19:43',24.41,0.0,0.0,0.0,0.0,11.9,41.0,134,6.31
8190,NV3887811956120130704,BISON,23611.0,2013-07-04,Wildfire,38.933,-119.483,'2013-07-04',61,28.0,15.6,21.6,27.8,14.5,20.5,'2013-07-04T05:36','2013-07-04T20:28',25.48,4.3,4.3,0.0,4.0,8.7,37.8,206,5.38
8191,NV3887911431320000725,PHILLIPS RANCH,2424.0,2000-07-25,Wildfire,38.879,-114.313,'2000-07-25',51,25.8,13.9,20.2,23.0,11.4,17.2,'2000-07-25T05:31','2000-07-25T19:55',24.83,0.1,0.1,0.0,1.0,11.8,36.7,217,5.76
8192,NV3893111775020020713,ELLSWORTH,4528.0,2002-07-13,Wildfire,38.931,-117.75,'2002-07-13',63,31.7,19.9,25.4,31.4,18.1,23.4,'2002-07-13T05:35','2002-07-13T20:18',26.83,2.9,2.9,0.0,3.0,13.4,40.0,288,6.51
8193,NV3896711953420120722,SPRINGS,1220.0,2012-07-22,Wildfire,38.956,-119.536,'2012-07-22',51,29.5,14.6,22.7,28.2,12.2,20.2,'2012-07-22T05:49','2012-07-22T20:19',26.55,0.2,0.2,0.0,1.0,12.3,42.8,230,6.23
8194,NV3897211406920170704,HATCHERY,1142.0,2017-07-04,Wildfire,38.977,-114.091,'2017-07-04',0,35.9,19.2,29.1,34.8,15.7,26.1,'2017-07-04T05:14','2017-07-04T20:06',31.77,0.0,0.0,0.0,0.0,10.0,25.9,185,7.67
8195,NV3903611944820001020,COMO,1802.0,2000-10-20,Wildfire,39.036,-119.448,'2000-10-20',51,18.4,4.0,10.7,12.4,0.6,6.6,'2000-10-20T07:11','2000-10-20T18:12',13.23,0.6,0.6,0.0,2.0,20.2,60.5,237,3.04
8196,NV3904811430620160808,STRAWBERRY,4507.0,2016-08-08,Wildfire,39.066,-114.272,'2016-08-08',0,27.9,15.9,22.3,24.3,12.7,18.5,'2016-08-08T05:43','2016-08-08T19:41',29.04,0.0,0.0,0.0,0.0,21.0,64.4,216,7.19
8197,NV3906611944019960704,SUNRISE,3319.0,1996-07-04,Wildfire,39.066,-119.44,'1996-07-04',0,28.5,10.5,20.5,25.5,8.4,17.5,'1996-07-04T05:36','1996-07-04T20:28',32.55,0.0,0.0,0.0,0.0,16.0,49.7,208,7.38
8198,NV3907111617420130629,WILLOW CREEK,4051.0,2013-06-29,Wildfire,39.072,-116.222,'2013-06-29',1,32.2,18.6,26.8,28.6,15.1,22.9,'2013-06-29T05:20','2013-06-29T20:16',30.87,0.0,0.0,0.0,0.0,19.0,47.9,235,8.25
8199,NV3908711525520010727,SMITH CREEK,1779.0,2001-07-27,Wildfire,39.087,-115.255,'2001-07-27',1,30.0,16.0,24.2,26.0,12.6,20.3,'2001-07-27T05:36','2001-07-27T19:58',29.78,0.0,0.0,0.0,0.0,19.3,48.6,202,7.87
8200,NV3910511945620170822,LYONS,1844.0,2017-08-22,Wildfire,39.102,-119.443,'2017-08-22',55,26.7,14.1,20.2,26.0,13.7,18.9,'2017-08-22T06:16','2017-08-22T19:44',23.64,2.3,2.3,0.0,3.0,6.2,38.5,248,4.7
8201,NV3914911979119880810,KINGS CYN,1824.0,1988-08-10,Wildfire,39.149,-119.791,'1988-08-10',1,29.6,17.7,22.6,27.6,18.3,21.4,'1988-08-10T06:07','1988-08-10T20:01',26.95,0.0,0.0,0.0,0.0,14.7,50.8,235,6.12
8202,NV3917011981620040714,WATERFALL,8690.0,2004-07-14,Wildfire,39.17,-119.816,'2004-07-14',0,29.5,12.6,21.0,27.6,11.2,18.7,'2004-07-14T05:43','2004-07-14T20:26',31.9,0.0,0.0,0.0,0.0,15.1,51.1,244,7.07
8203,NV3917511814020170712,BRAVO17,21562.0,2017-07-12,Wildfire,39.178,-118.18,'2017-07-12',0,30.2,18.4,24.8,27.0,15.5,21.4,'2017-07-12T05:35','2017-07-12T20:21',31.64,0.0,0.0,0.0,0.0,15.1,32.4,278,7.34
8204,NV3918211548220070718,CATHEDRAL,4202.0,2007-07-18,Wildfire,39.182,-115.482,'2007-07-18',0,29.6,16.6,23.9,24.2,12.4,18.6,'2007-07-18T05:28','2007-07-18T20:07',31.76,0.0,0.0,0.0,0.0,28.6,62.3,186,9.52
8205,NV3919111813119990722,SANDSPRGS,16246.0,1999-07-22,Wildfire,39.191,-118.131,'1999-07-22',0,27.1,13.9,21.3,23.7,10.2,17.5,'1999-07-22T05:42','1999-07-22T20:15',31.7,0.0,0.0,0.0,0.0,13.2,33.1,238,6.98
8206,NV3919911880119960607,DESERTPEAK,9522.0,1996-06-07,Wildfire,39.199,-118.801,'1996-06-07',51,33.3,16.6,26.0,31.2,14.3,23.2,'1996-06-07T05:27','1996-06-07T20:21',28.93,0.3,0.3,0.0,2.0,17.1,43.2,204,7.37
8207,NV3919911935320070706,ADRIAN 1,14564.0,2007-07-06,Wildfire,39.199,-119.353,'2007-07-06',53,32.6,18.7,26.8,30.2,15.9,23.8,'2007-07-06T05:36','2007-07-06T20:28',25.01,1.1,1.1,0.0,2.0,14.3,45.4,242,6.64
8208,NV3921011921620120614,WEEKS,3867.0,2012-06-14,Wildfire,39.219,-119.182,'2012-06-14',2,28.9,15.4,22.9,27.1,12.9,20.1,'2012-06-14T05:28','2012-06-14T20:26',30.59,0.0,0.0,0.0,0.0,15.3,36.7,314,7.1
8209,NV3922011851919850729,COCOON MTS,8000.0,1985-07-29,Wildfire,39.22,-118.519,'1985-07-29',1,31.3,19.4,24.5,29.0,15.0,21.8,'1985-07-29T05:50','1985-07-29T20:10',27.13,0.0,0.0,0.0,0.0,23.4,53.6,245,7.25
8210,NV3924811413320140716,HAMPTON,11675.0,2014-07-16,Wildfire,39.28,-114.123,'2014-07-16',2,24.1,11.7,17.9,22.1,10.5,15.7,'2014-07-16T05:21','2014-07-16T20:03',27.33,0.0,0.0,0.0,0.0,12.7,33.1,314,5.67
8211,NV3925811988320161014,LITTLE VALLEY,2964.0,2016-10-14,Wildfire,39.266,-119.839,'2016-10-14',61,12.2,9.7,10.9,8.3,6.5,7.3,'2016-10-14T07:07','2016-10-14T18:22',10.86,10.5,10.5,0.0,14.0,26.1,65.5,223,2.16
8212,NV3927311778420150814,COLD SPRINGS,4058.0,2015-08-14,Wildfire,39.265,-117.743,'2015-08-14',1,28.5,16.7,23.0,24.5,14.4,19.3,'2015-08-14T06:01','2015-08-14T19:49',26.99,0.0,0.0,0.0,0.0,23.1,65.5,195,7.3
8213,NV3927511478820120702,RANGE,4882.0,2012-07-02,Wildfire,39.301,-114.775,'2012-07-02',0,28.7,16.0,23.2,25.1,12.2,19.2,'2012-07-02T05:15','2012-07-02T20:10',32.69,0.0,0.0,0.0,0.0,16.6,50.0,186,7.86
8214,NV3928711942120180603,CHAVES,3652.0,2018-06-03,Wildfire,39.3,-119.412,'2018-06-03',2,31.3,13.0,24.1,29.7,10.4,21.0,'2018-06-03T05:30','2018-06-03T20:21',30.42,0.0,0.0,0.0,0.0,20.7,42.1,249,7.79
8215,NV3929111776920020714,PONY EXPRESS,1967.0,2002-07-14,Wildfire,39.291,-117.769,'2002-07-14',53,30.2,18.8,23.8,27.9,18.9,22.9,'2002-07-14T05:34','2002-07-14T20:18',27.64,0.9,0.9,0.0,2.0,25.2,60.5,228,6.51
8216,NV3929311449720060728,4 WHEELER,3147.0,2006-07-28,Wildfire,39.293,-114.497,'2006-07-28',51,34.2,23.4,28.8,34.8,23.7,29.1,'2006-07-28T05:33','2006-07-28T19:55',27.01,0.2,0.2,0.0,1.0,8.7,26.3,226,6.37
8217,NV3929811508720010827,REPEATER,1153.0,2001-08-27,Wildfire,39.298,-115.087,'2001-08-27',1,27.7,14.3,21.8,25.3,10.7,18.3,'2001-08-27T06:03','2001-08-27T19:19',25.51,0.0,0.0,0.0,0.0,9.3,28.4,263,5.87
8218,NV3931511780420160720,LITTLE DEN,3792.0,2016-07-20,Wildfire,39.306,-117.772,'2016-07-20',0,28.4,14.9,21.9,25.2,11.5,18.6,'2016-07-20T05:40','2016-07-20T20:14',31.85,0.0,0.0,0.0,0.0,14.2,41.8,261,6.98
8219,NV3932011785119850620,EASTGATE2,5827.0,1985-06-20,Wildfire,39.32,-117.851,'1985-06-20',51,32.6,21.8,27.6,32.2,19.1,25.2,'1985-06-20T05:23','1985-06-20T20:22',29.74,0.3,0.3,0.0,1.0,11.1,34.2,27,7.21
8220,NV3932211784119960910,SEAL,4082.0,1996-09-10,Wildfire,39.322,-117.841,'1996-09-10',51,26.5,13.7,20.8,23.3,11.7,18.1,'1996-09-10T06:27','1996-09-10T19:08',20.91,0.2,0.2,0.0,2.0,13.9,34.2,293,4.93
8221,NV3932611976620080429,EAST LAKE,1137.0,2008-04-29,Wildfire,39.326,-119.766,'2008-04-29',1,13.5,2.9,8.0,7.8,-0.5,3.5,'2008-04-29T06:00','2008-04-29T19:52',30.29,0.0,0.0,0.0,0.0,31.6,91.4,240,4.47
8222,NV3932611980920120119,WASHOE DRIVE,3501.0,2012-01-19,Wildfire,39.353,-119.782,'2012-01-19',71,8.2,0.2,3.1,3.8,-3.8,-1.4,'2012-01-19T08:14','2012-01-19T18:05',9.67,0.7,0.0,0.56,4.0,18.4,56.2,244,1.72
8223,NV3932811933319860809,CHURCHL BT,3213.0,1986-08-09,Wildfire,39.328,-119.333,'1986-08-09',2,33.7,18.1,27.2,31.6,16.0,24.5,'1986-08-09T06:03','1986-08-09T20:01',27.37,0.0,0.0,0.0,0.0,10.5,29.9,298,6.59
8224,NV3933011449419870621,TAFT CRK,1727.0,1987-06-21,Wildfire,39.33,-114.494,'1987-06-21',2,31.2,19.7,25.4,28.7,16.6,22.5,'1987-06-21T05:09','1987-06-21T20:09',32.42,0.0,0.0,0.0,0.0,15.6,41.4,202,7.86
8225,NV3933011960020060722,SIX MILE 2,1739.0,2006-07-22,Wildfire,39.33,-119.6,'2006-07-22',51,35.0,21.7,28.2,34.9,22.2,27.8,'2006-07-22T05:48','2006-07-22T20:21',27.1,0.6,0.6,0.0,2.0,11.2,47.5,247,6.73
8226,NV3933911929420170822,MICRO,1673.0,2017-08-22,Wildfire,39.318,-119.301,'2017-08-22',53,29.6,17.3,23.1,27.4,17.1,21.9,'2017-08-22T06:15','2017-08-22T19:44',23.66,1.5,1.5,0.0,3.0,12.4,50.0,309,5.42
8227,NV3935311973720040825,ANDREW,2926.0,2004-08-25,Wildfire,39.353,-119.737,'2004-08-25',0,24.9,11.7,18.1,21.0,9.9,15.1,'2004-08-25T06:20','2004-08-25T19:41',26.96,0.0,0.0,0.0,0.0,22.0,55.8,256,6.02
8228,NV3936411451419840703,MCCOY,4101.0,1984-07-03,Wildfire,39.364,-114.514,'1984-07-03',0,31.3,19.5,26.3,29.8,16.6,23.8,'1984-07-03T05:14','1984-07-03T20:09',32.57,0.0,0.0,0.0,0.0,9.4,23.0,347,7.39
8229,NV3938711451319980719,ELDRIDGE,1930.0,1998-07-19,Wildfire,39.387,-114.513,'1998-07-19',3,35.7,24.6,31.8,34.9,21.1,28.8,'1998-07-19T05:25','1998-07-19T20:03',25.72,0.0,0.0,0.0,0.0,11.0,20.9,44,6.89
8230,NV3941111789520170708,DRAW,27073.0,2017-07-08,Wildfire,39.441,-117.885,'2017-07-08',51,35.0,21.2,28.1,33.1,19.1,26.0,'2017-07-08T05:30','2017-07-08T20:22',27.39,0.2,0.2,0.0,1.0,14.4,46.4,268,6.95
8231,NV3941211452219870621,BASSET,4742.0,1987-06-21,Wildfire,39.412,-114.522,'1987-06-21',2,30.8,19.9,25.4,27.8,16.3,22.0,'1987-06-21T05:09','1987-06-21T20:09',32.42,0.0,0.0,0.0,0.0,15.6,41.4,202,7.88
8232,NV3941611510220000802,CRUSOE,1748.0,2000-08-02,Wildfire,39.416,-115.102,'2000-08-02',2,31.4,18.8,25.6,29.5,16.5,23.1,'2000-08-02T05:40','2000-08-02T19:52',26.19,0.0,0.0,0.0,0.0,10.0,32.4,208,6.06
8233,NV3943111968419990708,UNNAMED,2630.0,1999-07-08,Wildfire,39.431,-119.684,'1999-07-08',0,30.1,17.2,23.4,28.7,13.5,20.2,'1999-07-08T05:37','1999-07-08T20:29',32.65,0.0,0.0,0.0,0.0,10.5,34.6,15,7.17
8234,NV3944211983520000801,UNNAMED,2875.0,2000-08-01,Wildfire,39.442,-119.835,'2000-08-01',3,35.6,21.6,28.7,35.9,19.9,26.9,'2000-08-01T05:58','2000-08-01T20:12',27.46,0.0,0.0,0.0,0.0,10.9,40.7,292,6.82
8235,NV3945911583320120626,PINTO,2997.0,2012-06-26,Wildfire,39.481,-115.847,'2012-06-26',0,25.4,10.6,17.8,20.3,5.8,13.0,'2012-06-26T05:16','2012-06-26T20:16',33.04,0.0,0.0,0.0,0.0,23.7,54.4,222,8.05
8236,NV3947111988620070716,HAWKEN,2833.0,2007-07-16,Wildfire,39.471,-119.886,'2007-07-16',0,28.4,11.5,20.1,26.1,9.5,17.4,'2007-07-16T05:44','2007-07-16T20:26',29.19,0.0,0.0,0.0,0.0,16.6,51.1,223,6.63
8237,NV3947511985120111118,CAUGHLIN,1997.0,2011-11-18,Wildfire,39.471,-119.838,'2011-11-18',73,4.7,0.5,3.0,0.2,-3.5,-2.2,'2011-11-18T07:45','2011-11-18T17:43',8.87,2.3,0.3,1.47,9.0,29.8,83.5,243,1.33
8238,NV3947711585920160721,PINTO,1606.0,2016-07-21,Wildfire,39.493,-115.863,'2016-07-21',2,30.2,15.0,24.1,25.0,10.7,19.4,'2016-07-21T05:32','2016-07-21T20:06',28.57,0.0,0.0,0.0,0.0,26.2,57.2,193,8.49
8239,NV3949111933320000629,RAMSEY,7999.0,2000-06-29,Wildfire,39.491,-119.333,'2000-06-29',3,29.0,14.7,23.0,27.8,12.9,20.5,'2000-06-29T05:31','2000-06-29T20:30',28.77,0.0,0.0,0.0,0.0,17.3,43.2,268,6.86
8240,NV3949111994219960805,BELLI,6662.0,1996-08-05,Wildfire,39.491,-119.942,'1996-08-05',0,27.0,11.8,19.6,23.9,10.3,16.8,'1996-08-05T06:02','1996-08-05T20:08',29.61,0.0,0.0,0.0,0.0,22.6,56.9,206,6.77
8241,NV3949311938319850707,GOOSEBERRY,29290.0,1985-07-07,Wildfire,39.493,-119.383,'1985-07-07',53,29.9,18.6,23.5,27.6,17.3,21.9,'1985-07-07T05:36','1985-07-07T20:28',23.07,0.8,0.8,0.0,2.0,13.8,50.0,186,5.37
8242,NV3949611519719870712,UHALDE,3865.0,1987-07-12,Wildfire,39.496,-115.197,'1987-07-12',0,24.3,10.1,18.1,21.3,9.5,15.8,'1987-07-12T05:22','1987-07-12T20:10',32.01,0.0,0.0,0.0,0.0,14.0,33.5,349,6.58
8243,NV3951011950319990724,UNNAMED,15703.0,1999-07-24,Wildfire,39.51,-119.503,'1999-07-24',0,27.3,12.6,20.7,24.4,10.8,17.9,'1999-07-24T05:49','1999-07-24T20:19',31.43,0.0,0.0,0.0,0.0,10.2,31.7,314,6.66
8244,NV3951411929020060626,VIIRGINIA,4025.0,2006-06-26,Wildfire,39.514,-119.29,'2006-06-26',2,35.1,20.0,28.7,33.1,18.1,26.0,'2006-06-26T05:30','2006-06-26T20:29',28.71,0.0,0.0,0.0,0.0,19.1,62.3,318,7.58
8245,NV3951511964820111123,LOCKWOOD,2198.0,2011-11-23,Wildfire,39.55,-119.652,'2011-11-23',1,11.6,0.7,5.4,6.5,-3.7,1.0,'2011-11-23T07:50','2011-11-23T17:39',10.09,0.0,0.0,0.0,0.0,12.3,44.6,195,2.03
8246,NV3952111942820060623,OLINGHOUSE,7222.0,2006-06-23,Wildfire,39.521,-119.428,'2006-06-23',0,34.4,18.8,28.4,33.2,16.1,25.3,'2006-06-23T05:29','2006-06-23T20:30',31.8,0.0,0.0,0.0,0.0,10.9,24.1,354,7.46
8247,NV3953511969420160706,S FIRE,2659.0,2016-07-06,Wildfire,39.535,-119.661,'2016-07-06',0,29.6,13.1,21.5,26.6,11.5,18.9,'2016-07-06T05:36','2016-07-06T20:30',31.94,0.0,0.0,0.0,0.0,17.0,53.6,264,7.11
8248,NV3954111948520160721,SHOOTING RANGE,1548.0,2016-07-21,Wildfire,39.515,-119.397,'2016-07-21',0,31.5,13.8,23.1,28.0,11.1,19.7,'2016-07-21T05:46','2016-07-21T20:21',31.31,0.0,0.0,0.0,0.0,18.9,57.2,237,7.73
8249,NV3954311969620170806,PRATER,1572.0,2017-08-06,Wildfire,39.551,-119.669,'2017-08-06',63,26.7,16.8,20.8,26.7,17.0,20.7,'2017-08-06T06:01','2017-08-06T20:07',22.74,7.4,7.4,0.0,4.0,10.5,34.9,63,4.63
8250,NV3954811997920040630,MID-BULL,1250.0,2004-06-30,Wildfire,39.548,-119.979,'2004-06-30',61,23.1,11.2,15.8,23.1,9.7,14.3,'2004-06-30T05:34','2004-06-30T20:32',23.01,2.1,2.1,0.0,2.0,9.0,37.4,276,4.39
8251,NV3955111964820000625,8TH HOLE,1228.0,2000-06-25,Wildfire,39.551,-119.648,'2000-06-25',53,28.4,15.2,22.1,28.0,13.3,20.1,'2000-06-25T05:31','2000-06-25T20:31',25.43,1.0,1.0,0.0,2.0,13.2,39.6,261,5.95
8252,NV3955211994120060811,VERDI (STONE RIDGE),5765.0,2006-08-11,Wildfire,39.552,-119.941,'2006-08-11',0,26.4,9.7,18.3,23.2,7.5,15.1,'2006-08-11T06:07','2006-08-11T20:02',29.49,0.0,0.0,0.0,0.0,16.1,51.5,233,6.35
8253,NV3955511958720070518,MUSTANG,1511.0,2007-05-18,Wildfire,39.555,-119.587,'2007-05-18',1,26.3,9.2,18.1,24.3,6.3,15.0,'2007-05-18T05:39','2007-05-18T20:09',30.52,0.0,0.0,0.0,0.0,17.3,47.5,269,6.62
8254,NV3955611836219990805,SHIRTTAIL,11976.0,1999-08-05,Wildfire,39.556,-118.362,'1999-08-05',2,29.6,17.2,24.0,26.5,14.5,20.6,'1999-08-05T05:55','1999-08-05T20:03',28.44,0.0,0.0,0.0,0.0,14.7,41.0,224,7.22
8255,NV3956611988420030714,ROBB,2311.0,2003-07-14,Wildfire,39.566,-119.884,'2003-07-14',0,30.6,11.8,21.4,28.3,9.4,18.7,'2003-07-14T05:42','2003-07-14T20:28',32.53,0.0,0.0,0.0,0.0,13.8,46.8,228,7.01
